0	95.5
1	60.3
2	63.9
3	85.7
4	78.1
5	58.5001
6	97.9
7	93.7
8	73.8999
9	87.1
10	84.9
11	66.4999
12	94.7
13	97.7
14	97.1
15	96.3
16	91.9
17	83.9
18	85.7
19	97.9
20	93.1
21	92.9
22	92.9
23	92.7
24	98.1
25	95.3
26	87.5
27	82.5
28	96.5
29	95.1
30	95.9
31	96.5
32	97.9
33	96.9
34	94.7
35	95.5
36	95.5
37	96.9
38	96.9
39	96.7
40	96.3
41	95.1
42	94.9
43	97.1
44	91.7
45	97.5
46	93.1
47	92.7
48	96.3
49	97.3
50	97.9
51	98.1
52	96.7
53	97.9
54	98.3
55	96.1
56	97.5
57	98.1
58	97.5
59	97.3
60	97.5
61	96.5
62	98.1
63	96.9
64	97.5
65	97.5
66	97.7
67	96.9
68	96.5
69	98.1
70	97.7
71	98.3
72	96.1
73	97.5
74	98.3
75	96.5
76	97.9
77	97.5
78	97.9
79	97.9
80	97.9
81	98.5
82	95.9
83	98.5
84	97.5
85	97.9
86	96.3
87	97.7
88	98.3
89	97.7
90	97.7
91	98.7
92	96.9
93	97.7
94	98.3
95	96.1
96	97.3
97	98.1
98	97.9
99	97.9
100	97.9
101	98.5
102	97.9
103	98.1
104	98.1
105	98.5
106	98.1
107	98.3
108	98.1
109	98.5
110	98.3
111	98.3
112	98.1
113	97.1
114	98.7
115	98.1
116	98.1
117	98.3
118	98.5
119	97.7
120	98.7
121	98.5
122	98.7
123	98.7
124	98.7
125	98.7
126	98.1
127	98.1
128	98.3
129	98.5
130	98.1
131	98.3
132	98.7
133	98.1
134	98.7
135	97.3
136	96.9
137	97.9
138	98.7
139	98.7
140	98.3
141	98.5
142	98.5
143	98.7
144	98.3
145	98.3
146	98.5
147	98.3
148	98.7
149	97.7
150	98.5
151	98.5
152	98.1
153	98.7
154	98.7
155	97.7
156	98.5
157	98.3
158	98.3
159	98.7
160	98.5
161	98.5
162	98.7
163	98.3
164	98.3
165	98.5
166	97.5
167	98.3
168	98.5
169	98.5
170	98.1
171	98.7
172	98.7
173	98.5
174	98.7
175	98.7
176	98.3
177	98.7
178	98.3
179	98.5
180	97.7
181	98.7
182	98.1
183	98.7
184	97.9
185	98.7
186	98.5
187	98.7
188	98.1
189	98.7
190	98.7
191	98.1
192	98.5
193	98.7
194	98.5
195	98.5
196	98.5
197	98.7
198	98.5
199	98.7
200	98.3
201	98.5
202	98.7
203	98.7
204	98.5
205	98.3
206	98.7
207	98.7
208	98.3
209	98.7
210	98.7
211	98.1
212	98.3
213	98.7
214	98.7
215	98.7
216	98.3
217	98.5
218	98.5
219	98.3
220	98.7
221	98.7
222	98.7
223	98.7
224	98.7
225	97.9
226	98.7
227	98.7
228	98.5
229	98.5
230	98.5
231	98.7
232	98.3
233	98.7
234	98.3
235	98.7
236	98.7
237	98.5
238	98.5
239	98.7
240	98.3
241	98.7
242	98.7
243	98.7
244	98.7
245	98.7
246	98.5
247	98.5
248	98.7
249	98.7
250	98.7
251	98.7
252	98.5
253	98.7
254	98.7
255	98.7
256	98.5
257	98.7
258	98.7
259	98.7
260	98.3
261	98.7
262	98.3
263	98.7
264	98.7
265	98.5
266	98.7
267	98.5
268	98.3
269	98.7
270	98.7
271	98.7
272	98.7
273	98.7
274	98.7
275	98.7
276	98.5
277	98.7
278	98.7
279	98.7
280	98.7
281	98.7
282	98.7
283	98.7
284	98.5
285	98.7
286	98.7
287	98.5
288	98.3
289	98.5
290	98.7
291	98.3
292	98.7
293	98.7
294	98.7
295	98.7
296	98.5
297	98.5
298	98.7
299	98.5
300	98.7
301	98.7
302	98.7
303	98.7
304	98.7
305	98.7
306	98.7
307	98.5
308	98.7
309	98.7
310	98.7
311	98.7
312	98.7
313	98.5
314	98.7
315	98.7
316	98.7
317	98.7
318	98.7
319	98.5
320	98.7
321	98.7
322	98.7
323	98.7
324	98.7
325	98.7
326	98.7
327	98.7
328	98.7
329	98.7
330	98.7
331	98.7
332	98.7
333	98.7
334	98.5
335	98.5
336	98.7
337	98.5
338	98.7
339	98.5
340	98.5
341	98.7
342	98.7
343	98.7
344	98.7
345	98.7
346	98.7
347	98.5
348	98.7
349	98.7
350	98.7
351	98.7
352	98.5
353	98.7
354	98.7
355	98.7
356	98.7
357	98.7
358	98.7
359	98.7
360	98.7
361	98.7
362	98.7
363	98.7
364	98.7
365	98.7
366	98.5
367	98.7
368	98.7
369	98.7
