0	73.0999
1	40.1003
2	92.7
3	84.7
4	87.1
5	90.9
6	49.7002
7	94.3
8	55.9001
9	97.1
10	89.1
11	95.9
12	92.7
13	89.3
14	96.1
15	82.9
16	81.9
17	92.1
18	94.9
19	93.5
20	88.3
21	98.1
22	80.9
23	89.3
24	95.3
25	97.7
26	96.1
27	98.1
28	96.9
29	96.5
30	97.7
31	96.9
32	95.1
33	96.9
34	95.9
35	94.7
36	96.1
37	94.9
38	95.7
39	98.1
40	94.9
41	95.3
42	95.7
43	93.1
44	96.7
45	93.7
46	97.5
47	96.7
48	95.1
49	97.9
50	97.1
51	97.1
52	97.5
53	95.3
54	96.3
55	98.3
56	98.3
57	95.9
58	95.9
59	96.5
60	94.9
61	97.7
62	96.3
63	97.3
64	97.1
65	96.7
66	97.5
67	96.7
68	97.5
69	98.1
70	95.5
71	98.1
72	97.9
73	98.1
74	98.3
75	98.3
76	96.3
77	97.5
78	97.3
79	98.3
80	97.5
81	98.3
82	97.3
83	98.5
84	98.1
85	97.1
86	98.1
87	98.1
88	96.5
89	98.5
90	97.9
91	96.5
92	97.9
93	96.5
94	97.7
95	97.9
96	97.5
97	98.1
98	98.5
99	98.5
100	97.9
101	98.5
102	98.7
103	98.3
104	98.7
105	98.5
106	98.5
107	98.3
108	97.3
109	98.1
110	98.1
111	98.5
112	98.5
113	98.7
114	98.3
115	97.5
116	98.1
117	97.9
118	98.1
119	98.3
120	98.5
121	98.3
122	96.7
123	98.7
124	98.3
125	97.7
126	97.9
127	98.5
128	98.7
129	97.7
130	98.3
131	97.9
132	97.3
133	98.7
134	98.3
135	97.7
136	97.5
137	98.7
138	98.7
139	98.5
140	97.7
141	98.5
142	98.3
143	98.3
144	98.5
145	98.3
146	98.7
147	98.7
148	98.1
149	98.5
150	98.1
151	98.7
152	98.7
153	98.3
154	98.5
155	98.1
156	98.7
157	98.5
158	97.5
159	97.5
160	97.9
161	98.5
162	98.1
163	98.1
164	98.5
165	98.5
166	98.5
167	98.3
168	98.1
169	98.7
170	98.5
171	98.7
172	97.9
173	98.5
174	98.7
175	98.7
176	98.5
177	98.7
178	98.3
179	98.7
180	98.7
181	98.5
182	98.5
183	98.5
184	98.7
185	98.3
186	98.7
187	98.5
188	98.3
189	98.3
190	98.1
191	98.1
192	98.7
193	98.7
194	98.5
195	98.7
196	98.7
197	97.7
198	98.5
199	98.7
200	97.9
201	98.3
202	98.1
203	98.3
204	98.1
205	98.5
206	97.9
207	98.7
208	98.7
209	98.5
210	98.3
211	98.3
212	98.7
213	98.5
214	98.5
215	98.7
216	98.5
217	98.7
218	98.7
219	98.5
220	98.5
221	98.5
222	98.5
223	98.7
224	98.7
225	98.7
226	98.7
227	98.7
228	98.5
229	98.5
230	98.7
231	98.7
232	98.3
233	98.5
234	98.3
235	97.9
236	98.7
237	98.5
238	98.7
239	98.3
240	97.9
241	98.7
242	98.7
243	98.7
244	98.7
245	98.7
246	98.7
247	98.7
248	98.7
249	98.7
250	98.7
251	98.5
252	98.7
253	98.3
254	98.7
255	98.7
256	98.5
257	98.7
258	98.7
259	98.7
260	98.7
261	98.5
262	98.7
263	98.7
264	98.7
265	98.7
266	98.5
267	98.5
268	98.5
269	98.3
270	98.7
271	98.5
272	98.7
273	98.5
274	98.7
275	98.7
276	98.7
277	98.7
278	98.7
279	98.5
280	98.7
281	98.5
282	98.7
283	98.5
284	98.7
285	98.7
286	98.5
287	98.7
288	98.7
289	98.7
290	98.7
291	98.5
292	98.7
293	98.5
294	98.7
295	98.7
296	98.5
297	98.7
298	98.7
299	98.7
300	98.3
301	98.5
302	98.5
303	98.5
304	98.7
305	98.7
306	98.7
307	98.5
308	98.5
309	98.5
310	98.7
311	98.7
312	98.5
313	98.7
314	98.5
315	98.5
316	98.7
317	98.7
318	98.7
319	98.3
320	98.7
321	98.5
322	98.7
323	98.7
324	98.7
325	98.5
326	98.7
327	98.7
328	98.7
329	98.7
330	98.7
331	98.7
332	98.7
333	98.7
334	98.7
335	98.7
336	98.7
337	98.7
338	98.7
339	98.7
340	98.7
341	98.5
342	98.5
343	98.7
344	98.7
345	98.7
346	98.7
347	98.7
348	98.7
349	98.5
350	98.7
351	98.7
352	98.7
353	98.7
354	98.5
355	98.7
356	98.5
357	98.7
358	98.5
359	98.7
360	98.7
361	98.7
362	98.7
363	98.5
364	98.7
365	98.7
366	98.7
367	98.7
368	98.7
369	98.7
370	98.5
371	98.5
372	98.7
373	98.7
374	98.7
375	98.7
376	98.7
377	98.3
378	98.7
379	98.7
380	98.7
381	98.7
382	98.7
383	98.7
384	98.5
385	98.7
386	98.7
387	98.7
388	98.7
389	98.7
390	98.5
391	98.7
392	98.7
393	98.7
394	98.7
395	98.7
396	98.7
397	98.7
398	98.7
399	98.7
400	98.7
401	98.7
402	98.7
403	98.7
404	98.7
405	98.7
406	98.7
407	98.5
408	98.7
409	98.7
410	98.5
411	98.7
412	98.5
413	98.7
414	98.7
415	98.7
416	98.7
417	98.7
418	98.7
419	98.7
420	98.7
421	98.7
422	98.7
423	98.7
424	98.7
425	98.7
426	98.7
427	98.7
428	98.7
429	98.7
430	98.7
431	98.7
432	98.7
433	98.7
434	98.7
435	98.7
436	98.7
437	98.7
438	98.7
439	98.7
440	98.7
441	98.7
442	98.7
443	98.7
444	98.5
445	98.7
446	98.5
447	98.7
448	98.7
449	98.7
450	98.7
451	98.7
452	98.7
453	98.7
454	98.7
455	98.7
456	98.7
457	98.7
458	98.7
459	98.7
460	98.7
461	98.7
462	98.7
463	98.7
464	98.7
465	98.7
466	98.7
467	98.7
468	98.7
469	98.7
470	98.7
471	98.7
472	98.7
473	98.7
474	98.7
475	98.7
476	98.7
477	98.7
478	98.7
479	98.7
480	98.7
481	98.7
482	98.5
483	98.7
484	98.7
485	98.7
486	98.7
487	98.7
488	98.7
489	98.7
490	98.7
491	98.7
492	98.7
493	98.7
494	98.7
495	98.7
496	98.7
497	98.7
498	98.5
499	98.7
